"site","src","index","date","temp"
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2003-05-01,12.355
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2003-06-01,10.967
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2003-07-01,11.355
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2003-08-01,11.595
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2003-09-01,11.694
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2003-10-01,12.25
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2003-11-01,12.25
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2003-12-01,12.242
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2004-01-01,12.806
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2004-02-01,12.431
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2004-03-01,11.984
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2004-04-01,11.683
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2004-05-01,11.613
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2004-06-01,11.9
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2004-07-01,11.323
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2004-08-01,11.597
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2004-09-01,11.638
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2004-10-01,12.339
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2004-11-01,11.917
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2004-12-01,13.242
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2005-01-01,13.903
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2005-02-01,13.893
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2005-03-01,13.452
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2005-04-01,12.6
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2005-05-01,12.452
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2005-06-01,11.933
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2005-07-01,11.79
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2005-08-01,11.403
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2005-09-01,11.267
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2005-10-01,11.5
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2005-11-01,13.017
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2005-12-01,12.177
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2006-01-01,12.774
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2006-02-01,13.839
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2006-03-01,12.629
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2006-04-01,13.233
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2006-05-01,13.855
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2006-06-01,13.7
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2006-07-01,12.548
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2006-08-01,12.032
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2006-09-01,11.533
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2006-10-01,12.065
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2006-11-01,12.333
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2006-12-01,12.435
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2007-01-01,12.565
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2007-02-01,12.732
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2007-03-01,12.896
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2007-04-01,12.983
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2007-05-01,12.565
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2007-06-01,12.633
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2007-07-01,12.081
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2007-08-01,12.226
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2007-09-01,11.633
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2007-10-01,11.532
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2007-11-01,11.733
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2007-12-01,13.516
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2008-01-01,13.161
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2008-02-01,12.431
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2008-03-01,13.339
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2008-04-01,12.65
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2008-05-01,13.129
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2008-06-01,13.25
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2008-07-01,12.871
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2008-08-01,12.548
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2008-09-01,12.917
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2008-10-01,12.726
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2008-11-01,12.517
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2008-12-01,12.871
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2009-01-01,14.194
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2009-02-01,13.732
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2009-03-01,12.871
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2009-04-01,12.45
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2009-05-01,13.226
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2009-06-01,12.717
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2009-07-01,12.935
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2009-08-01,11.661
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2009-09-01,11.9
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2009-10-01,12.323
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2009-11-01,13.567
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2009-12-01,13.903
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2010-01-01,12.871
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2010-02-01,13.304
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2010-03-01,13.468
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2010-04-01,12.467
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2010-05-01,12.371
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2010-06-01,12.1
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2010-07-01,11.823
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2010-08-01,12.21
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2010-09-01,12.25
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2010-10-01,12.5
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2010-11-01,12.717
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2010-12-01,13.419
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2011-01-01,14.633
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2011-02-01,13.875
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2011-03-01,14.742
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2011-04-01,13.217
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2011-05-01,13.258
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2011-06-01,12.6
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2011-07-01,12.435
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2011-08-01,12.371
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2011-09-01,12.25
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2011-10-01,12.629
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2011-11-01,12.217
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2011-12-01,12.306
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2012-01-01,13.742
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2012-02-01,13.19
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2012-03-01,12.79
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2012-04-01,12.283
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2012-05-01,11.726
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2012-06-01,11.6
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2012-07-01,11.403
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2012-08-01,11.532
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2012-09-01,11.7
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2012-10-01,12.016
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2012-11-01,12.167
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2012-12-01,13.79
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2013-01-01,13.21
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2013-02-01,13.036
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2013-03-01,12.968
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2013-04-01,12.833
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2013-05-01,13.05
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2013-06-01,12.983
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2013-07-01,12.677
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2013-08-01,11.758
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2013-09-01,12.083
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2013-10-01,13.129
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2013-11-01,14.45
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2013-12-01,13.21
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2014-01-01,13.629
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2014-02-01,13.518
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2014-03-01,13.323
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2014-04-01,12.717
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2014-05-01,12.903
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2014-06-01,12.417
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2014-07-01,12.532
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2014-08-01,13.065
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2014-09-01,12.3
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2014-10-01,13.565
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2014-11-01,14.483
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2014-12-01,13.21
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2015-01-01,12.883
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2015-02-01,14.232
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2015-03-01,14.435
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2015-04-01,13.767
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2015-05-01,12.742
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2015-06-01,13.567
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2015-07-01,12.694
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2015-08-01,12.984
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2015-09-01,14.233
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2015-10-01,13.724
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2015-11-01,14.6
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2015-12-01,15.452
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2016-01-01,16.919
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2016-02-01,17.207
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2016-03-01,15.677
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2016-04-01,15.733
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2016-05-01,15.435
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2016-06-01,14.983
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2016-07-01,14.145
"Port Nolloth","SAWS","Port Nolloth/ SAWS",2016-08-01,14.733
"Muizenberg","SAWS","Muizenberg/ SAWS",1973-05-01,14.037
"Muizenberg","SAWS","Muizenberg/ SAWS",1973-06-01,14.033
"Muizenberg","SAWS","Muizenberg/ SAWS",1973-07-01,13.726
"Muizenberg","SAWS","Muizenberg/ SAWS",1973-08-01,12.597
"Muizenberg","SAWS","Muizenberg/ SAWS",1973-09-01,13.933
"Muizenberg","SAWS","Muizenberg/ SAWS",1973-10-01,16.839
"Muizenberg","SAWS","Muizenberg/ SAWS",1973-11-01,17.617
"Muizenberg","SAWS","Muizenberg/ SAWS",1973-12-01,19.196
"Muizenberg","SAWS","Muizenberg/ SAWS",1974-01-01,19.463
"Muizenberg","SAWS","Muizenberg/ SAWS",1974-02-01,18.732
"Muizenberg","SAWS","Muizenberg/ SAWS",1974-03-01,17.097
"Muizenberg","SAWS","Muizenberg/ SAWS",1974-04-01,15.517
"Muizenberg","SAWS","Muizenberg/ SAWS",1974-05-01,13.613
"Muizenberg","SAWS","Muizenberg/ SAWS",1974-06-01,13.35
"Muizenberg","SAWS","Muizenberg/ SAWS",1974-07-01,13.855
"Muizenberg","SAWS","Muizenberg/ SAWS",1974-08-01,13.306
"Muizenberg","SAWS","Muizenberg/ SAWS",1974-09-01,14.417
"Muizenberg","SAWS","Muizenberg/ SAWS",1974-10-01,16.129
"Muizenberg","SAWS","Muizenberg/ SAWS",1974-11-01,17.9
"Muizenberg","SAWS","Muizenberg/ SAWS",1974-12-01,19.597
"Muizenberg","SAWS","Muizenberg/ SAWS",1975-01-01,20.21
"Muizenberg","SAWS","Muizenberg/ SAWS",1975-02-01,17.946
"Muizenberg","SAWS","Muizenberg/ SAWS",1975-03-01,16.887
"Muizenberg","SAWS","Muizenberg/ SAWS",1975-04-01,16.167
"Muizenberg","SAWS","Muizenberg/ SAWS",1975-05-01,15.938
"Muizenberg","SAWS","Muizenberg/ SAWS",1975-06-01,14.019
"Muizenberg","SAWS","Muizenberg/ SAWS",1975-07-01,13.231
"Muizenberg","SAWS","Muizenberg/ SAWS",1975-08-01,13.29
"Muizenberg","SAWS","Muizenberg/ SAWS",1975-09-01,15.45
"Muizenberg","SAWS","Muizenberg/ SAWS",1975-10-01,15.613
"Muizenberg","SAWS","Muizenberg/ SAWS",1975-11-01,17.768
"Muizenberg","SAWS","Muizenberg/ SAWS",1975-12-01,18.615
"Muizenberg","SAWS","Muizenberg/ SAWS",1976-01-01,18.417
"Muizenberg","SAWS","Muizenberg/ SAWS",1976-02-01,18.364
"Muizenberg","SAWS","Muizenberg/ SAWS",1976-03-01,17.923
"Muizenberg","SAWS","Muizenberg/ SAWS",1976-04-01,16.81
"Muizenberg","SAWS","Muizenberg/ SAWS",1976-05-01,15.984
"Muizenberg","SAWS","Muizenberg/ SAWS",1976-06-01,12.891
"Muizenberg","SAWS","Muizenberg/ SAWS",1976-07-01,12.646
"Muizenberg","SAWS","Muizenberg/ SAWS",1976-08-01,13.25
"Muizenberg","SAWS","Muizenberg/ SAWS",1976-09-01,15.109
"Muizenberg","SAWS","Muizenberg/ SAWS",1976-10-01,16.177
"Muizenberg","SAWS","Muizenberg/ SAWS",1976-11-01,16.583
"Muizenberg","SAWS","Muizenberg/ SAWS",1976-12-01,18.387
"Muizenberg","SAWS","Muizenberg/ SAWS",1977-01-01,19.306
"Muizenberg","SAWS","Muizenberg/ SAWS",1977-02-01,20.036
"Muizenberg","SAWS","Muizenberg/ SAWS",1977-03-01,16.774
"Muizenberg","SAWS","Muizenberg/ SAWS",1977-04-01,16.983
"Muizenberg","SAWS","Muizenberg/ SAWS",1977-05-01,14.355
"Muizenberg","SAWS","Muizenberg/ SAWS",1977-06-01,13.75
"Muizenberg","SAWS","Muizenberg/ SAWS",1977-07-01,12.887
"Muizenberg","SAWS","Muizenberg/ SAWS",1977-08-01,13.613
"Muizenberg","SAWS","Muizenberg/ SAWS",1977-09-01,15.1
"Muizenberg","SAWS","Muizenberg/ SAWS",1977-10-01,16.532
"Muizenberg","SAWS","Muizenberg/ SAWS",1977-11-01,19.565
"Muizenberg","SAWS","Muizenberg/ SAWS",1977-12-01,19.79
"Muizenberg","SAWS","Muizenberg/ SAWS",1978-01-01,18.774
"Muizenberg","SAWS","Muizenberg/ SAWS",1978-02-01,20.071
"Muizenberg","SAWS","Muizenberg/ SAWS",1978-03-01,19.355
"Muizenberg","SAWS","Muizenberg/ SAWS",1978-04-01,16.45
"Muizenberg","SAWS","Muizenberg/ SAWS",1978-05-01,13.968
"Muizenberg","SAWS","Muizenberg/ SAWS",1978-06-01,13.583
"Muizenberg","SAWS","Muizenberg/ SAWS",1978-07-01,13.581
"Muizenberg","SAWS","Muizenberg/ SAWS",1978-08-01,13.242
"Muizenberg","SAWS","Muizenberg/ SAWS",1978-09-01,14.517
"Muizenberg","SAWS","Muizenberg/ SAWS",1978-10-01,16.016
"Muizenberg","SAWS","Muizenberg/ SAWS",1978-11-01,18.583
"Muizenberg","SAWS","Muizenberg/ SAWS",1978-12-01,18.417
"Muizenberg","SAWS","Muizenberg/ SAWS",1979-01-01,18.935
"Muizenberg","SAWS","Muizenberg/ SAWS",1979-02-01,18.821
"Muizenberg","SAWS","Muizenberg/ SAWS",1979-03-01,17.597
"Muizenberg","SAWS","Muizenberg/ SAWS",1979-04-01,17.067
"Muizenberg","SAWS","Muizenberg/ SAWS",1979-05-01,16.161
"Muizenberg","SAWS","Muizenberg/ SAWS",1979-06-01,12.883
"Muizenberg","SAWS","Muizenberg/ SAWS",1979-07-01,12.484
"Muizenberg","SAWS","Muizenberg/ SAWS",1979-08-01,13.629
"Muizenberg","SAWS","Muizenberg/ SAWS",1979-09-01,13.867
"Muizenberg","SAWS","Muizenberg/ SAWS",1979-10-01,15.565
"Muizenberg","SAWS","Muizenberg/ SAWS",1979-11-01,18.583
"Muizenberg","SAWS","Muizenberg/ SAWS",1979-12-01,19.532
"Muizenberg","SAWS","Muizenberg/ SAWS",1980-01-01,19.774
"Muizenberg","SAWS","Muizenberg/ SAWS",1980-02-01,18.172
"Muizenberg","SAWS","Muizenberg/ SAWS",1980-03-01,18.048
"Muizenberg","SAWS","Muizenberg/ SAWS",1980-04-01,16.917
"Muizenberg","SAWS","Muizenberg/ SAWS",1980-05-01,14.79
"Muizenberg","SAWS","Muizenberg/ SAWS",1980-06-01,13.783
"Muizenberg","SAWS","Muizenberg/ SAWS",1980-07-01,14.516
"Muizenberg","SAWS","Muizenberg/ SAWS",1980-08-01,14.242
"Muizenberg","SAWS","Muizenberg/ SAWS",1980-09-01,14.633
"Muizenberg","SAWS","Muizenberg/ SAWS",1980-10-01,16.629
"Muizenberg","SAWS","Muizenberg/ SAWS",1980-11-01,18.35
"Muizenberg","SAWS","Muizenberg/ SAWS",1980-12-01,21.667
"Muizenberg","SAWS","Muizenberg/ SAWS",1981-01-01,22.129
"Muizenberg","SAWS","Muizenberg/ SAWS",1981-02-01,21.643
"Muizenberg","SAWS","Muizenberg/ SAWS",1981-03-01,20.081
"Muizenberg","SAWS","Muizenberg/ SAWS",1981-04-01,17.733
"Muizenberg","SAWS","Muizenberg/ SAWS",1981-05-01,14.661
"Muizenberg","SAWS","Muizenberg/ SAWS",1981-06-01,12.674
"Muizenberg","SAWS","Muizenberg/ SAWS",1981-07-01,12.097
"Muizenberg","SAWS","Muizenberg/ SAWS",1981-08-01,12.516
"Muizenberg","SAWS","Muizenberg/ SAWS",1981-09-01,14.033
"Muizenberg","SAWS","Muizenberg/ SAWS",1981-10-01,16.371
"Muizenberg","SAWS","Muizenberg/ SAWS",1981-11-01,18.022
"Muizenberg","SAWS","Muizenberg/ SAWS",1981-12-01,19.283
"Muizenberg","SAWS","Muizenberg/ SAWS",1982-01-01,19.919
"Muizenberg","SAWS","Muizenberg/ SAWS",1982-02-01,19.964
"Muizenberg","SAWS","Muizenberg/ SAWS",1982-03-01,16.316
"Muizenberg","SAWS","Muizenberg/ SAWS",1982-04-01,16.071
"Muizenberg","SAWS","Muizenberg/ SAWS",1982-05-01,15.113
"Muizenberg","SAWS","Muizenberg/ SAWS",1982-06-01,13.417
"Muizenberg","SAWS","Muizenberg/ SAWS",1982-07-01,13.452
"Muizenberg","SAWS","Muizenberg/ SAWS",1982-08-01,13.854
"Muizenberg","SAWS","Muizenberg/ SAWS",1982-09-01,14.933
"Muizenberg","SAWS","Muizenberg/ SAWS",1982-10-01,15.952
"Muizenberg","SAWS","Muizenberg/ SAWS",1982-11-01,17.25
"Muizenberg","SAWS","Muizenberg/ SAWS",1982-12-01,19.065
"Muizenberg","SAWS","Muizenberg/ SAWS",1983-01-01,20.387
"Muizenberg","SAWS","Muizenberg/ SAWS",1983-02-01,19.7
"Muizenberg","SAWS","Muizenberg/ SAWS",1983-03-01,16.87
"Muizenberg","SAWS","Muizenberg/ SAWS",1983-04-01,16.45
"Muizenberg","SAWS","Muizenberg/ SAWS",1983-05-01,14.677
"Muizenberg","SAWS","Muizenberg/ SAWS",1983-06-01,13.717
"Muizenberg","SAWS","Muizenberg/ SAWS",1983-07-01,12.516
"Muizenberg","SAWS","Muizenberg/ SAWS",1983-08-01,13.403
"Muizenberg","SAWS","Muizenberg/ SAWS",1983-09-01,13.883
"Muizenberg","SAWS","Muizenberg/ SAWS",1983-10-01,15.643
"Muizenberg","SAWS","Muizenberg/ SAWS",1983-11-01,18.269
"Muizenberg","SAWS","Muizenberg/ SAWS",1983-12-01,20.739
"Muizenberg","SAWS","Muizenberg/ SAWS",1984-01-01,20.565
"Muizenberg","SAWS","Muizenberg/ SAWS",1984-02-01,19.621
"Muizenberg","SAWS","Muizenberg/ SAWS",1984-03-01,16.984
"Muizenberg","SAWS","Muizenberg/ SAWS",1984-04-01,12.467
"Muizenberg","SAWS","Muizenberg/ SAWS",1984-05-01,11.177
"Muizenberg","SAWS","Muizenberg/ SAWS",1984-06-01,10.4
"Muizenberg","SAWS","Muizenberg/ SAWS",1984-07-01,9.708
"Muizenberg","SAWS","Muizenberg/ SAWS",1984-08-01,10.387
"Muizenberg","SAWS","Muizenberg/ SAWS",1984-09-01,10.739
"Muizenberg","SAWS","Muizenberg/ SAWS",1984-10-01,12.194
"Muizenberg","SAWS","Muizenberg/ SAWS",1984-11-01,16.633
"Muizenberg","SAWS","Muizenberg/ SAWS",1984-12-01,18.79
"Muizenberg","SAWS","Muizenberg/ SAWS",1985-01-01,20.194
"Muizenberg","SAWS","Muizenberg/ SAWS",1985-02-01,19.536
"Muizenberg","SAWS","Muizenberg/ SAWS",1985-03-01,17.8
"Muizenberg","SAWS","Muizenberg/ SAWS",1985-04-01,16
"Muizenberg","SAWS","Muizenberg/ SAWS",1985-05-01,14.548
"Muizenberg","SAWS","Muizenberg/ SAWS",1985-06-01,13.45
"Muizenberg","SAWS","Muizenberg/ SAWS",1985-07-01,11.79
"Muizenberg","SAWS","Muizenberg/ SAWS",1985-08-01,13.161
"Muizenberg","SAWS","Muizenberg/ SAWS",1985-09-01,15.033
"Muizenberg","SAWS","Muizenberg/ SAWS",1985-10-01,16.387
"Muizenberg","SAWS","Muizenberg/ SAWS",1985-11-01,17.933
"Muizenberg","SAWS","Muizenberg/ SAWS",1985-12-01,19.242
"Muizenberg","SAWS","Muizenberg/ SAWS",1986-01-01,19.177
"Muizenberg","SAWS","Muizenberg/ SAWS",1986-02-01,19.5
"Muizenberg","SAWS","Muizenberg/ SAWS",1986-03-01,17.742
"Muizenberg","SAWS","Muizenberg/ SAWS",1986-04-01,16.333
"Muizenberg","SAWS","Muizenberg/ SAWS",1986-05-01,14.645
"Muizenberg","SAWS","Muizenberg/ SAWS",1986-06-01,12.5
"Muizenberg","SAWS","Muizenberg/ SAWS",1986-07-01,11.726
"Muizenberg","SAWS","Muizenberg/ SAWS",1986-08-01,12.71
"Muizenberg","SAWS","Muizenberg/ SAWS",1986-09-01,14.967
"Muizenberg","SAWS","Muizenberg/ SAWS",1986-10-01,16.79
"Muizenberg","SAWS","Muizenberg/ SAWS",1986-11-01,18.4
"Muizenberg","SAWS","Muizenberg/ SAWS",1986-12-01,19.774
"Muizenberg","SAWS","Muizenberg/ SAWS",1987-01-01,20.081
"Muizenberg","SAWS","Muizenberg/ SAWS",1987-02-01,19.857
"Muizenberg","SAWS","Muizenberg/ SAWS",1987-03-01,18.581
"Muizenberg","SAWS","Muizenberg/ SAWS",1987-04-01,16.75
"Muizenberg","SAWS","Muizenberg/ SAWS",1987-05-01,15.581
"Muizenberg","SAWS","Muizenberg/ SAWS",1987-06-01,14.217
"Muizenberg","SAWS","Muizenberg/ SAWS",1987-07-01,12.919
"Muizenberg","SAWS","Muizenberg/ SAWS",1987-08-01,13.71
"Muizenberg","SAWS","Muizenberg/ SAWS",1987-09-01,14.75
"Muizenberg","SAWS","Muizenberg/ SAWS",1987-10-01,16.403
"Muizenberg","SAWS","Muizenberg/ SAWS",1987-11-01,17.733
"Muizenberg","SAWS","Muizenberg/ SAWS",1987-12-01,19.403
"Muizenberg","SAWS","Muizenberg/ SAWS",1988-01-01,20.194
"Muizenberg","SAWS","Muizenberg/ SAWS",1988-02-01,18.759
"Muizenberg","SAWS","Muizenberg/ SAWS",1988-03-01,17.339
"Muizenberg","SAWS","Muizenberg/ SAWS",1988-04-01,15.8
"Muizenberg","SAWS","Muizenberg/ SAWS",1988-05-01,13.742
"Muizenberg","SAWS","Muizenberg/ SAWS",1988-06-01,11.217
"Muizenberg","SAWS","Muizenberg/ SAWS",1988-07-01,11.548
"Muizenberg","SAWS","Muizenberg/ SAWS",1988-08-01,12.839
"Muizenberg","SAWS","Muizenberg/ SAWS",1988-09-01,12.95
"Muizenberg","SAWS","Muizenberg/ SAWS",1988-10-01,15.113
"Muizenberg","SAWS","Muizenberg/ SAWS",1988-11-01,17.633
"Muizenberg","SAWS","Muizenberg/ SAWS",1988-12-01,17.919
"Muizenberg","SAWS","Muizenberg/ SAWS",1989-01-01,18.21
"Muizenberg","SAWS","Muizenberg/ SAWS",1989-02-01,17.304
"Muizenberg","SAWS","Muizenberg/ SAWS",1989-03-01,17.355
"Muizenberg","SAWS","Muizenberg/ SAWS",1989-04-01,16.133
"Muizenberg","SAWS","Muizenberg/ SAWS",1989-05-01,13.145
"Muizenberg","SAWS","Muizenberg/ SAWS",1989-06-01,12.4
"Muizenberg","SAWS","Muizenberg/ SAWS",1989-07-01,11.726
"Muizenberg","SAWS","Muizenberg/ SAWS",1989-08-01,13.79
"Muizenberg","SAWS","Muizenberg/ SAWS",1989-09-01,15.283
"Muizenberg","SAWS","Muizenberg/ SAWS",1989-10-01,15.855
"Muizenberg","SAWS","Muizenberg/ SAWS",1989-11-01,17.067
"Muizenberg","SAWS","Muizenberg/ SAWS",1989-12-01,18.387
"Muizenberg","SAWS","Muizenberg/ SAWS",1990-01-01,19.403
"Muizenberg","SAWS","Muizenberg/ SAWS",1990-02-01,17.393
"Muizenberg","SAWS","Muizenberg/ SAWS",1990-03-01,15.984
"Muizenberg","SAWS","Muizenberg/ SAWS",1990-04-01,15.733
"Muizenberg","SAWS","Muizenberg/ SAWS",1990-05-01,14.968
"Muizenberg","SAWS","Muizenberg/ SAWS",1990-06-01,13.3
"Muizenberg","SAWS","Muizenberg/ SAWS",1990-07-01,12.065
"Muizenberg","SAWS","Muizenberg/ SAWS",1990-08-01,13.065
"Muizenberg","SAWS","Muizenberg/ SAWS",1990-09-01,14.117
